"md5_email"|"YEAR"|"WEEK"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"
"602"|"6dd1e6d14605609d58a8ef8c778b0b03"|2011|42|4.2|4.2|2.6|5|4.2|5|4.2|3.4|5|4.2|1.8|4.2|2.6|4.2|4.2|4.2|4.2|4.2|3.4|1.8|1.8|4.2|5|3.4|1.8|4.2|3.4|4.2|3.4|3.4|5|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|2.6|4.2|5|5|4.2|3.4|4.2|3.4|4.2|3.4|4.2
"603"|"dce1647a91737d9719f068b9f02a5d9a"|2011|42|3.4|5|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|2.6|3.4|3.4|4.2|4.2|3.4|4.2|4.2|4.2|1.8|2.6|4.2|5|3.4|2.6|4.2|3.4|3.4|2.6|3.4|5|3.4|5|4.2|3.4|4.2|2.6|4.2|5|4.2|3.4|4.2|3.4|4.2|4.2|5|4.2|4.2|4.2|3.4|5|4.2|5|4.2|4.2|5|4.2|5|4.2|3.4
"600"|"f666ad15f732b42cd651a86afc9dd0b0"|2011|41|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|4.2|4.2|2.6|1.8|1.8|4.2|4.2|4.2|4.2|3.4|3.4|1.8|3.4|1.8|4.2|3.4|1.8|4.2|3.4|3.4|4.2|4.2|2.6|1.8|5|5|3.4|4.2|2.6|4.2|3.4|4.2|3.4|5|5|3.4|4.2|4.2|4.2|1.8|2.6|4.2|3.4|5|5|4.2|2.6|3.4|4.2|4.2|3.4|3.4
"601"|"6a3be637c35c6a287b4657f7304a97f4"|2011|41|3.4|1.8|3.4|4.2|5|5|3.4|2.6|5|4.2|3.4|3.4|4.2|1.8|4.2|4.2|5|5|5|1.8|3.4|4.2|5|1.8|1|5|3.4|4.2|1|4.2|4.2|3.4|5|3.4|4.2|4.2|2.6|4.2|3.4|5|3.4|3.4|5|5|4.2|5|4.2|3.4|4.2|2.6|2.6|4.2|5|3.4|1|4.2|3.4|5|4.2|5
"599"|"88f056edd432f607822570ef955f5745"|2011|40|2.6|3.4|3.4|2.6|4.2|4.2|2.6|4.2|4.2|2.6|1|1.8|2.6|1.8|3.4|4.2|4.2|4.2|1|1.8|1.8|1.8|4.2|4.2|1|4.2|4.2|4.2|1|4.2|1.8|2.6|4.2|2.6|3.4|2.6|1.8|1.8|2.6|2.6|1.8|1.8|2.6|1.8|3.4|2.6|4.2|3.4|1.8|2.6|1.8|1.8|4.2|2.6|3.4|3.4|3.4|2.6|1.8|3.4
"597"|"074ee0f10eafe8e3d9bdf7e50ae989a0"|2011|35|3.4|4.2|1.8|2.6|4.2|3.4|3.4|3.4|4.2|4.2|2.6|2.6|4.2|4.2|3.4|4.2|4.2|4.2|3.4|2.6|2.6|3.4|3.4|3.4|2.6|4.2|3.4|3.4|2.6|3.4|3.4|2.6|4.2|2.6|1.8|3.4|3.4|3.4|4.2|2.6|3.4|3.4|2.6|2.6|2.6|2.6|4.2|2.6|3.4|3.4|3.4|4.2|3.4|4.2|3.4|4.2|2.6|3.4|3.4|3.4
"598"|"b004909e3355f501123174e08bd3b2ea"|2011|35|3.4|5|2.6|3.4|5|5|3.4|4.2|5|4.2|2.6|5|5|3.4|5|5|5|5|4.2|1.8|4.2|5|5|1.8|1.8|4.2|3.4|2.6|1.8|5|3.4|5|5|5|3.4|3.4|4.2|3.4|5|5|2.6|4.2|3.4|2.6|3.4|5|4.2|5|3.4|1.8|4.2|3.4|5|4.2|2.6|3.4|2.6|5|2.6|4.2
"595"|"d9b95000320182d8050704849763e893"|2011|34|4.2|2.6|2.6|5|5|1.8|5|3.4|5|4.2|2.6|3.4|3.4|4.2|5|5|5|4.2|4.2|2.6|3.4|5|4.2|5|1.8|5|3.4|4.2|2.6|4.2|4.2|4.2|4.2|3.4|4.2|4.2|1|5|5|5|2.6|4.2|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|5|5|4.2
"596"|"4b832a24140389ccbd3f798b50c7d93e"|2011|34|5|5|3.4|5|5|4.2|4.2|1.8|4.2|4.2|4.2|4.2|4.2|5|4.2|5|4.2|4.2|4.2|1.8|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|4.2|5|4.2|4.2|4.2|5|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|5|4.2|4.2|3.4|3.4|3.4|5|4.2
"594"|"12b08400fba0e6931d22ed89dde5f946"|2011|31|2.6|2.6|2.6|4.2|3.4|4.2|4.2|2.6|4.2|4.2|2.6|3.4|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|5|3.4|4.2|5|4.2|4.2|5|3.4|4.2|5|5|3.4|3.4|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4|4.2|2.6|4.2|4.2|4.2|3.4|4.2|3.4
"593"|"fb05c52e368c2c06109d23ca95869c26"|2011|30|3.4|5|1|3.4|5|2.6|3.4|1.8|5|5|4.2|3.4|4.2|5|3.4|5|5|5|4.2|1|3.4|4.2|5|3.4|1.8|5|5|1|1|1.8|4.2|4.2|1.8|5|3.4|5|5|3.4|4.2|4.2|4.2|5|4.2|5|4.2|4.2|2.6|1.8|4.2|4.2|5|4.2|5|5|3.4|5|4.2|4.2|4.2|4.2
"591"|"66cc9aa1673d0ae7e8e412f9bd8791f0"|2011|29|4.2|5|1|5|4.2|3.4|5|3.4|5|5|3.4|4.2|5|5|5|5|4.2|5|4.2|1.8|2.6|5|4.2|4.2|1|5|3.4|1.8|2.6|4.2|5|4.2|4.2|3.4|3.4|5|3.4|4.2|5|2.6|4.2|4.2|2.6|5|5|3.4|3.4|1.8|5|2.6|5|3.4|5|5|1.8|5|4.2|4.2|3.4|2.6
"592"|"56a33e441c0fe8d5fbfa323e13b95152"|2011|29|3.4|4.2|2.6|4.2|5|5|2.6|1.8|5|5|1|4.2|3.4|5|5|5|5|5|3.4|1.8|1.8|5|5|5|1.8|5|5|5|1.8|5|5|2.6|4.2|3.4|2.6|5|5|5|3.4|5|4.2|5|5|5|2.6|5|4.2|5|3.4|3.4|5|3.4|5|5|2.6|5|5|5|4.2|5
"590"|"4f3f08800c1b2e961e2e0771fe97d696"|2011|27|1.8|5|1|4.2|5|4.2|3.4|3.4|5|4.2|2.6|3.4|3.4|5|5|4.2|5|4.2|3.4|1.8|1.8|4.2|4.2|4.2|4.2|4.2|3.4|3.4|3.4|4.2|1.8|5|2.6|4.2|3.4|5|1.8|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|5|4.2|2.6|4.2|4.2|3.4|4.2|5|5|4.2|5|3.4|4.2|4.2|5
"589"|"7f5ca53b77df421c4581264cef9d3708"|2011|25|3.4|5|1|4.2|4.2|3.4|3.4|3.4|5|4.2|2.6|3.4|5|5|5|4.2|5|3.4|5|3.4|5|3.4|5|3.4|3.4|5|4.2|3.4|4.2|4.2|4.2|1.8|5|4.2|3.4|5|3.4|5|4.2|3.4|4.2|4.2|2.6|4.2|4.2|5|4.2|2.6|5|2.6|5|5|5|4.2|3.4|5|4.2|5|5|2.6
"588"|"4ee5096244e139d1d87eeaa0bef29d71"|2011|24|4.2|5|1|4.2|4.2|4.2|4.2|3.4|5|5|3.4|5|3.4|5|5|5|5|5|4.2|1.8|4.2|4.2|5|4.2|3.4|3.4|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|5|5|3.4|4.2|5|5|3.4|4.2|4.2|5|5|4.2|5|5|3.4|5|5|5|4.2|5
"587"|"4ee5096244e139d1d87eeaa0bef29d71"|2011|22|3.4|5|1.8|4.2|4.2|3.4|3.4|3.4|4.2|5|3.4|4.2|4.2|5|4.2|5|4.2|5|5|2.6|3.4|4.2|4.2|4.2|1.8|5|4.2|4.2|3.4|5|3.4|3.4|4.2|4.2|4.2|5|3.4|5|5|5|5|4.2|5|4.2|4.2|5|5|3.4|3.4|4.2|5|4.2|5|5|4.2|5|2.6|4.2|4.2|4.2
"585"|"4ee5096244e139d1d87eeaa0bef29d71"|2011|21|1|2.6|3.4|5|3.4|4.2|4.2|1.8|4.2|5|1|1.8|3.4|3.4|4.2|5|5|3.4|3.4|1.8|1|5|5|5|1.8|2.6|4.2|3.4|1|4.2|5|5|5|5|4.2|5|5|5|5|5|5|5|1.8|5|5|1.8|5|5|5|4.2|4.2|5|5|5|5|5|5|5|5|5
"586"|"4ee5096244e139d1d87eeaa0bef29d71"|2011|21|5|5|1|5|5|1|5|1|5|5|1|5|5|5|5|5|5|5|5|1|1|5|5|5|1|5|4.2|5|1|5|5|5|5|5|1|5|1|5|5|5|1|5|5|1|5|5|5|5|5|1|5|1|5|5|5|1|5|5|5|5
"584"|"5ca6ac23b6361b5f437aad006d944450"|2011|20|2.6|5|1.8|1.8|5|4.2|2.6|4.2|4.2|1.8|1|2.6|4.2|5|5|5|5|4.2|3.4|1.8|1|3.4|4.2|1.8|1|5|4.2|4.2|1.8|5|4.2|3.4|4.2|4.2|1.8|5|2.6|5|4.2|5|1.8|3.4|4.2|3.4|4.2|5|5|4.2|5|5|2.6|4.2|5|5|3.4|5|4.2|4.2|3.4|5
"582"|"8b1a1e0b99e3c05dd7c19b64200e56eb"|2011|19|1.8|1.8|2.6|5|5|4.2|1.8|2.6|4.2|2.6|1|1.8|1.8|3.4|4.2|4.2|4.2|4.2|2.6|1.8|1.8|4.2|5|4.2|1|4.2|1.8|4.2|1|4.2|1.8|1.8|4.2|3.4|1.8|4.2|3.4|3.4|5|3.4|3.4|4.2|2.6|1.8|2.6|2.6|2.6|4.2|1.8|1|3.4|5|4.2|4.2|1.8|1.8|1.8|4.2|2.6|3.4
"583"|"e3b93ecd2db33a7e884cbfcb1d9e7942"|2011|19|3.4|5|1|4.2|4.2|3.4|3.4|1|4.2|4.2|1.8|3.4|3.4|5|5|5|4.2|4.2|2.6|1.8|2.6|4.2|4.2|4.2|2.6|4.2|3.4|3.4|1.8|4.2|4.2|2.6|5|4.2|4.2|4.2|2.6|4.2|5|4.2|4.2|2.6|3.4|4.2|5|4.2|4.2|4.2|4.2|4.2|3.4|4.2|5|5|3.4|4.2|3.4|5|3.4|5
"581"|"6e1d09fdba2b1739ddc432bc2d82eeb7"|2011|18|3.4|2.6|4.2|3.4|4.2|4.2|2.6|2.6|4.2|3.4|4.2|2.6|4.2|3.4|3.4|4.2|4.2|3.4|2.6|3.4|2.6|3.4|4.2|4.2|3.4|2.6|4.2|3.4|4.2|3.4|4.2|4.2|4.2|3.4|3.4|4.2|2.6|4.2|3.4|5|3.4|2.6|4.2|4.2|3.4|4.2|5|3.4|3.4|4.2|4.2|3.4|5|5|3.4|4.2|5|3.4|2.6|4.2
"564"|"6619db6c9a03b410123f8a2f9306e152"|2011|17|1.8|2.6|4.2|4.2|4.2|4.2|3.4|4.2|3.4|2.6|1.8|1.8|3.4|1.8|4.2|5|5|4.2|2.6|1|1|4.2|5|4.2|3.4|5|1.8|2.6|2.6|4.2|1.8|2.6|4.2|1.8|2.6|4.2|1.8|3.4|5|2.6|1|4.2|2.6|3.4|4.2|4.2|5|3.4|4.2|1.8|1.8|5|5|5|4.2|5|2.6|5|2.6|4.2
"565"|"05256c730750d604e0597a8584fe95ec"|2011|17|4.2|4.2|1.8|4.2|4.2|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|4.2|4.2|3.4|3.4|3.4|2.6|1.8|2.6|3.4|3.4|4.2|2.6|4.2|5|2.6|3.4|4.2|4.2|4.2|4.2|5|3.4|3.4|2.6|3.4|4.2|4.2|3.4|3.4|4.2|2.6|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|4.2|5|3.4|2.6|3.4|4.2|3.4|3.4
"566"|"ee424640207f42ef89c632de218d12eb"|2011|17|2.6|3.4|4.2|5|3.4|3.4|5|1|5|5|2.6|2.6|1.8|3.4|5|4.2|3.4|5|4.2|4.2|2.6|5|1.8|5|1|5|3.4|5|2.6|5|3.4|4.2|5|3.4|3.4|2.6|4.2|5|4.2|4.2|2.6|5|5|2.6|4.2|4.2|4.2|5|2.6|3.4|1|5|3.4|4.2|1|4.2|3.4|5|5|3.4
"567"|"daef3a0ed20d36d66962914ccacbcb64"|2011|17|3.4|4.2|1|4.2|5|3.4|3.4|1.8|3.4|5|3.4|2.6|4.2|5|3.4|3.4|5|5|2.6|2.6|1.8|2.6|5|4.2|2.6|5|4.2|2.6|2.6|4.2|1.8|1.8|4.2|4.2|3.4|4.2|2.6|5|3.4|4.2|4.2|4.2|4.2|1.8|2.6|1|4.2|2.6|2.6|5|2.6|3.4|3.4|4.2|3.4|2.6|4.2|4.2|4.2|2.6
"568"|"0d8a8ac96f4105c25042a4c876958303"|2011|17|2.6|1.8|3.4|5|2.6|5|1.8|4.2|3.4|4.2|3.4|1.8|2.6|3.4|4.2|3.4|4.2|2.6|2.6|2.6|2.6|1.8|3.4|4.2|1|3.4|1.8|4.2|2.6|3.4|2.6|2.6|4.2|2.6|4.2|4.2|1|2.6|3.4|1.8|2.6|2.6|1.8|4.2|2.6|4.2|1.8|4.2|4.2|1.8|1.8|4.2|2.6|3.4|3.4|1.8|2.6|3.4|1.8|2.6
"569"|"a177531e0e570df82c6e1e726e6c1ed5"|2011|17|2.6|1.8|3.4|4.2|4.2|3.4|1.8|3.4|5|3.4|3.4|2.6|3.4|2.6|2.6|3.4|5|5|4.2|1|3.4|3.4|5|4.2|2.6|3.4|3.4|5|3.4|4.2|4.2|2.6|3.4|4.2|3.4|5|2.6|4.2|4.2|1.8|4.2|3.4|4.2|3.4|3.4|4.2|2.6|4.2|4.2|1.8|2.6|4.2|2.6|4.2|2.6|2.6|3.4|3.4|3.4|4.2
"570"|"21750058c4b77e3ba8df9d9cc9eb871a"|2011|17|4.2|2.6|2.6|3.4|3.4|3.4|3.4|2.6|4.2|4.2|3.4|2.6|3.4|3.4|3.4|3.4|3.4|4.2|3.4|2.6|3.4|2.6|4.2|3.4|3.4|4.2|3.4|4.2|3.4|3.4|5|4.2|4.2|4.2|3.4|4.2|4.2|3.4|3.4|4.2|3.4|4.2|3.4|3.4|5|2.6|3.4|3.4|4.2|3.4|4.2|3.4|4.2|4.2|2.6|4.2|3.4|4.2|4.2|3.4
"571"|"49c4770ff04d7c3e85cc5ba7d2c57356"|2011|17|1.8|2.6|4.2|4.2|3.4|2.6|3.4|3.4|4.2|3.4|3.4|2.6|3.4|2.6|4.2|3.4|4.2|2.6|3.4|2.6|2.6|4.2|3.4|3.4|2.6|3.4|3.4|3.4|2.6|2.6|3.4|3.4|3.4|3.4|3.4|4.2|2.6|3.4|3.4|3.4|3.4|2.6|3.4|2.6|4.2|4.2|2.6|3.4|3.4|2.6|1.8|3.4|3.4|3.4|3.4|2.6|3.4|3.4|2.6|3.4
"572"|"54b73bc8715f9671fa270ffaf6699bb9"|2011|17|3.4|4.2|2.6|2.6|4.2|5|3.4|2.6|5|3.4|1.8|1.8|3.4|4.2|4.2|4.2|5|3.4|2.6|1.8|1.8|2.6|4.2|2.6|2.6|4.2|2.6|5|2.6|3.4|4.2|5|3.4|2.6|3.4|4.2|1.8|4.2|4.2|2.6|2.6|4.2|4.2|3.4|4.2|3.4|3.4|3.4|3.4|1.8|1.8|4.2|4.2|3.4|3.4|4.2|1.8|4.2|4.2|2.6
"573"|"5c3431d923682729410e59f481acce5b"|2011|17|1.8|1.8|2.6|2.6|3.4|2.6|4.2|1.8|3.4|2.6|2.6|2.6|3.4|1.8|3.4|3.4|2.6|2.6|3.4|2.6|2.6|2.6|3.4|3.4|1.8|3.4|2.6|2.6|1.8|2.6|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
"574"|"4ee5096244e139d1d87eeaa0bef29d71"|2011|17|4.2|2.6|1|4.2|4.2|3.4|4.2|3.4|4.2|3.4|1|1|3.4|2.6|4.2|3.4|4.2|3.4|2.6|1|1.8|4.2|3.4|4.2|2.6|4.2|2.6|3.4|1|4.2|4.2|3.4|4.2|3.4|4.2|4.2|1|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|5|5|3.4|4.2|3.4|2.6|5|5|5|4.2|4.2|4.2|4.2|3.4|3.4
"575"|"e0a0400a0c925296dbc6ba6cb780a63f"|2011|17|2.6|3.4|4.2|4.2|3.4|3.4|5|2.6|3.4|3.4|3.4|1.8|4.2|2.6|2.6|3.4|2.6|2.6|3.4|3.4|4.2|4.2|3.4|4.2|3.4|3.4|3.4|1.8|4.2|2.6|3.4|3.4|4.2|3.4|4.2|5|1.8|4.2|4.2|4.2|1.8|1.8|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|1.8|4.2|4.2|4.2|4.2|1.8|2.6|5|2.6|3.4
"576"|"d21df9b9d1e252bfeaab046423832f79"|2011|17|1.8|2.6|1.8|5|3.4|3.4|4.2|4.2|3.4|2.6|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|4.2|1.8|4.2|4.2|4.2|4.2|1.8|4.2|1.8|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|5|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|3.4|5|4.2
"577"|"a01c7e438f1f493c9650490cf1a2e484"|2011|17|1.8|2.6|4.2|5|4.2|2.6|5|2.6|3.4|3.4|5|1.8|3.4|2.6|4.2|3.4|3.4|4.2|3.4|2.6|4.2|5|4.2|4.2|3.4|5|2.6|3.4|5|4.2|5|3.4|2.6|2.6|5|5|4.2|4.2|4.2|5|1.8|3.4|4.2|2.6|3.4|1.8|4.2|2.6|3.4|1|1.8|5|2.6|4.2|3.4|3.4|2.6|4.2|5|1.8
"578"|"780decfb1e66ceca2071d1b52e72a1e8"|2011|17|3.4|2.6|2.6|4.2|4.2|4.2|3.4|4.2|4.2|3.4|3.4|3.4|2.6|2.6|3.4|3.4|4.2|4.2|3.4|1.8|3.4|3.4|4.2|2.6|1|4.2|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2
"579"|"e266f74f24955893665b41a012e1ae47"|2011|17|3.4|2.6|3.4|3.4|5|5|2.6|2.6|4.2|4.2|2.6|2.6|3.4|2.6|3.4|4.2|5|4.2|2.6|2.6|2.6|2.6|5|3.4|2.6|5|5|5|2.6|5|4.2|5|3.4|2.6|3.4|5|1.8|4.2|5|3.4|3.4|3.4|4.2|2.6|2.6|5|5|5|2.6|4.2|3.4|2.6|5|4.2|3.4|2.6|4.2|4.2|3.4|5
"580"|"0d8a8ac96f4105c25042a4c876958303"|2011|17|3.4|1.8|3.4|4.2|4.2|5|2.6|1.8|5|4.2|3.4|3.4|3.4|3.4|4.2|4.2|5|4.2|3.4|1|2.6|3.4|3.4|4.2|1|3.4|5|3.4|3.4|4.2|3.4|3.4|3.4|3.4|4.2|5|3.4|2.6|3.4|2.6|3.4|2.6|3.4|2.6|3.4|3.4|3.4|2.6|4.2|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|4.2|3.4
"537"|"4ee5096244e139d1d87eeaa0bef29d71"|2011|16|4.2|4.2|2.6|4.2|5|4.2|4.2|3.4|5|4.2|1|2.6|3.4|4.2|3.4|4.2|5|4.2|3.4|1.8|2.6|3.4|4.2|4.2|1|5|3.4|4.2|1.8|4.2|3.4|3.4|4.2|4.2|2.6|4.2|1.8|4.2|4.2|5|1.8|4.2|3.4|4.2|5|5|5|4.2|4.2|2.6|3.4|4.2|5|4.2|2.6|4.2|5|4.2|3.4|5
"538"|"c3b26e63930e04bc08d32dbcf1408738"|2011|16|4.2|4.2|1.8|2.6|1.8|1.8|3.4|1.8|3.4|4.2|3.4|4.2|4.2|4.2|3.4|2.6|1.8|2.6|4.2|4.2|4.2|4.2|1.8|1.8|2.6|4.2|2.6|1.8|2.6|4.2|2.6|4.2|1.8|4.2|2.6|3.4|4.2|5|4.2|4.2|4.2|4.2|4.2|3.4|1.8|1.8|1.8|1.8|5|4.2|4.2|2.6|1.8|2.6|4.2|1.8|2.6|1.8|5|1.8
"539"|"55ef83244a674292d434ed5614748fc0"|2011|16|4.2|5|1.8|4.2|4.2|3.4|4.2|4.2|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|1.8|3.4|4.2|4.2|4.2|2.6|4.2|3.4|4.2|2.6|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|2.6|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|2.6|4.2|4.2|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2
"540"|"2ee6dfd126f835cc83040fd18362ec24"|2011|16|2.6|5|2.6|3.4|4.2|3.4|3.4|2.6|5|5|2.6|3.4|4.2|4.2|3.4|5|5|4.2|2.6|1.8|3.4|3.4|4.2|4.2|2.6|4.2|3.4|4.2|3.4|4.2|4.2|2.6|5|3.4|3.4|5|3.4|5|5|4.2|3.4|4.2|4.2|4.2|3.4|4.2|5|5|4.2|3.4|4.2|2.6|5|5|3.4|2.6|4.2|4.2|4.2|4.2
"541"|"46464ebe281fce601e3f728025f2ac2a"|2011|16|3.4|3.4|5|4.2|3.4|3.4|3.4|1.8|4.2|2.6|3.4|2.6|3.4|1.8|3.4|3.4|4.2|4.2|3.4|2.6|3.4|2.6|4.2|4.2|3.4|3.4|2.6|2.6|4.2|2.6|4.2|1.8|2.6|2.6|5|4.2|4.2|3.4|3.4|3.4|5|2.6|2.6|2.6|3.4|3.4|3.4|2.6|4.2|2.6|3.4|3.4|3.4|2.6|3.4|4.2|2.6|2.6|4.2|4.2
"542"|"6d0ce4e9b58ecf780e95aa7b2794fb83"|2011|16|3.4|2.6|3.4|4.2|4.2|3.4|5|2.6|5|4.2|2.6|3.4|3.4|4.2|4.2|4.2|4.2|4.2|4.2|1.8|4.2|3.4|4.2|4.2|1.8|3.4|4.2|3.4|4.2|4.2|2.6|3.4|4.2|3.4|5|3.4|2.6|4.2|4.2|3.4|3.4|3.4|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|2.6|4.2|4.2|4.2|2.6|4.2|4.2|4.2|4.2|3.4
"543"|"0e2bef6687d8d2e0cdd2fdd93659b13d"|2011|16|1.8|1.8|4.2|3.4|3.4|3.4|5|3.4|4.2|1.8|2.6|1.8|2.6|1.8|3.4|4.2|4.2|3.4|2.6|4.2|1.8|4.2|3.4|4.2|2.6|4.2|2.6|4.2|2.6|4.2|3.4|1.8|4.2|2.6|3.4|3.4|1.8|2.6|4.2|3.4|2.6|1.8|1|1.8|4.2|3.4|4.2|4.2|2.6|1.8|1.8|1.8|4.2|4.2|4.2|4.2|2.6|4.2|2.6|4.2
"544"|"298d7d1a15d6e0f145742a15e8aa379f"|2011|16|2.6|2.6|5|5|5|1.8|4.2|1|5|3.4|4.2|2.6|2.6|2.6|3.4|2.6|3.4|1.8|3.4|4.2|3.4|5|3.4|4.2|2.6|2.6|4.2|4.2|4.2|2.6|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|1|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4
"545"|"540f62c3c97a3434d1bc8426562bd7bf"|2011|16|2.6|1.8|2.6|3.4|5|5|5|1|5|2.6|2.6|1.8|2.6|4.2|5|5|5|5|5|1.8|1.8|3.4|5|5|3.4|5|4.2|5|4.2|5|5|5|5|4.2|5|5|2.6|5|3.4|5|4.2|4.2|5|1|5|5|5|5|3.4|4.2|4.2|5|5|5|5|5|4.2|5|5|5
"546"|"db539502caf70a3074ac646d21198f5a"|2011|16|3.4|3.4|1|4.2|3.4|1.8|2.6|4.2|5|3.4|1.8|2.6|4.2|4.2|3.4|4.2|4.2|4.2|2.6|1.8|1|5|4.2|1.8|1.8|4.2|1.8|4.2|1.8|4.2|1|5|4.2|4.2|1.8|4.2|1|5|4.2|3.4|1|4.2|4.2|4.2|5|4.2|4.2|4.2|5|4.2|4.2|4.2|5|5|3.4|5|4.2|5|4.2|4.2
"547"|"7caccef33b83a82a81d28418fec07c2e"|2011|16|4.2|3.4|1.8|2.6|4.2|2.6|4.2|4.2|2.6|4.2|4.2|3.4|4.2|2.6|5|2.6|4.2|3.4|2.6|1.8|4.2|4.2|4.2|3.4|1.8|4.2|3.4|1.8|2.6|2.6|4.2|2.6|1.8|3.4|5|4.2|4.2|5|4.2|4.2|4.2|2.6|3.4|1.8|2.6|4.2|4.2|1.8|4.2|2.6|5|4.2|2.6|4.2|1.8|2.6|2.6|3.4|5|1.8
"548"|"683520201749c0a8a633a41e02a4fd89"|2011|16|3.4|4.2|1.8|2.6|3.4|3.4|4.2|2.6|3.4|4.2|4.2|3.4|4.2|4.2|3.4|3.4|3.4|2.6|3.4|3.4|4.2|4.2|4.2|3.4|2.6|3.4|1.8|1.8|3.4|3.4|4.2|3.4|4.2|4.2|2.6|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|4.2|4.2|3.4
"549"|"a4d8c9c44163100efc2fee973045e4f6"|2011|16|3.4|4.2|1.8|5|4.2|4.2|4.2|2.6|3.4|4.2|4.2|2.6|5|4.2|4.2|4.2|4.2|5|5|2.6|5|4.2|3.4|3.4|5|4.2|2.6|4.2|3.4|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|3.4|4.2|4.2|5|4.2|5|5|4.2|4.2|4.2|5|4.2|5|5|4.2
"550"|"02599a4b4d5849ea8be54baf66e495e6"|2011|16|5|5|2.6|5|5|5|2.6|2.6|5|5|5|3.4|5|3.4|3.4|5|5|5|5|1|5|3.4|5|5|1|5|5|3.4|1.8|5|3.4|5|5|5|5|5|5|5|5|5|5|5|5|3.4|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
"551"|"35def051b2635aaf8649994dad189cba"|2011|16|2.6|4.2|2.6|4.2|3.4|4.2|2.6|3.4|3.4|3.4|2.6|1.8|2.6|4.2|3.4|3.4|4.2|2.6|2.6|2.6|1.8|1.8|4.2|4.2|2.6|2.6|3.4|2.6|3.4|4.2|3.4|1.8|4.2|2.6|1.8|3.4|2.6|2.6|3.4|4.2|1.8|1.8|2.6|4.2|3.4|4.2|3.4|2.6|3.4|2.6|1.8|2.6|4.2|4.2|4.2|3.4|2.6|3.4|1.8|3.4
